Category 2 (Simple Content A1-A2),achieve,v.,A2
Category 2 (Simple Content A1-A2),active,adj.,A2
Category 2 (Simple Content A1-A2),activity,n.,A1
Category 2 (Simple Content A1-A2),alone,adj./adv.,A2
Category 2 (Simple Content A1-A2),angry,adj.,A1
Category 2 (Simple Content A1-A2),animal,n.,A1
Category 2 (Simple Content A1-A2),ankle,n.,A2
Category 2 (Simple Content A1-A2),answer,"n., v.",A1
Category 2 (Simple Content A1-A2),any,adv.,A2
Category 2 (Simple Content A1-A2),any more,adv.,A2
Category 2 (Simple Content A1-A2),anyway,adv.,A2
Category 2 (Simple Content A1-A2),apartment,n.,A1
Category 2 (Simple Content A1-A2),app,n.,A2
Category 2 (Simple Content A1-A2),appear,v.,A2
Category 2 (Simple Content A1-A2),apple,n.,A1
Category 2 (Simple Content A1-A2),apply,v.,A2
Category 2 (Simple Content A1-A2),architect,n.,A2
Category 2 (Simple Content A1-A2),architecture,n.,A2
Category 2 (Simple Content A1-A2),area,n.,A1
Category 2 (Simple Content A1-A2),argue,v.,A2
Category 2 (Simple Content A1-A2),argument,n.,A2
Category 2 (Simple Content A1-A2),arm,n.,A1
Category 2 (Simple Content A1-A2),army,n.,A2
Category 2 (Simple Content A1-A2),arrive,v.,A1
Category 2 (Simple Content A1-A2),art,n.,A1
Category 2 (Simple Content A1-A2),article,n.,A1
Category 2 (Simple Content A1-A2),artist,n.,A1
Category 2 (Simple Content A1-A2),ask,v.,A1
Category 2 (Simple Content A1-A2),aunt,n.,A1
Category 2 (Simple Content A1-A2),author,n.,A2
Category 2 (Simple Content A1-A2),autumn,n.,A1
Category 2 (Simple Content A1-A2),available,adj.,A2
Category 2 (Simple Content A1-A2),avoid,v.,A2
Category 2 (Simple Content A1-A2),award,n.,A2
Category 2 (Simple Content A1-A2),away,adv.,A1
Category 2 (Simple Content A1-A2),awful,adj.,A2
Category 2 (Simple Content A1-A2),baby,n.,A1
Category 2 (Simple Content A1-A2),back,"n., adv.",A1
Category 2 (Simple Content A1-A2),back,adj.,A2
Category 2 (Simple Content A1-A2),background,n.,A2
Category 2 (Simple Content A1-A2),bad,adj.,A1
Category 2 (Simple Content A1-A2),badly,adv.,A2
Category 2 (Simple Content A1-A2),bag,n.,A1
Category 2 (Simple Content A1-A2),ball,n.,A1
Category 2 (Simple Content A1-A2),banana,n.,A1
Category 2 (Simple Content A1-A2),band,n.,A1
Category 2 (Simple Content A1-A2),bank (money),n.,A1
Category 2 (Simple Content A1-A2),bar,n.,A2
Category 2 (Simple Content A1-A2),baseball,n.,A2
Category 2 (Simple Content A1-A2),based,adj.,A2
Category 2 (Simple Content A1-A2),basketball,n.,A2
Category 2 (Simple Content A1-A2),bath,n.,A1
Category 2 (Simple Content A1-A2),bathroom,n.,A1
Category 2 (Simple Content A1-A2),"be v., auxiliary",v.,A1
Category 2 (Simple Content A1-A2),beach,n.,A1
Category 2 (Simple Content A1-A2),bean,n.,A2
Category 2 (Simple Content A1-A2),bear (animal),n.,A2
Category 2 (Simple Content A1-A2),beat,v.,A2
Category 2 (Simple Content A1-A2),bed,n.,A1
Category 2 (Simple Content A1-A2),bedroom,n.,A1
Category 2 (Simple Content A1-A2),beef,n.,A2
Category 2 (Simple Content A1-A2),beer,n.,A1
Category 2 (Simple Content A1-A2),believe,v.,A1
Category 2 (Simple Content A1-A2),belt,n.,A2
Category 2 (Simple Content A1-A2),best,adj.,A1
Category 2 (Simple Content A1-A2),best,"adv., n.",A2
Category 2 (Simple Content A1-A2),better,adj.,A1
Category 2 (Simple Content A1-A2),big,adj.,A1
Category 2 (Simple Content A1-A2),bike,n.,A1
Category 2 (Simple Content A1-A2),bill,n.,A1
Category 2 (Simple Content A1-A2),billion number,unknown,A2
Category 2 (Simple Content A1-A2),bin,n.,A2
Category 2 (Simple Content A1-A2),bird,n.,A1
Category 2 (Simple Content A1-A2),birth,n.,A2
Category 2 (Simple Content A1-A2),birthday,n.,A1
Category 2 (Simple Content A1-A2),biscuit,n.,A2
Category 2 (Simple Content A1-A2),bit,n.,A2
Category 2 (Simple Content A1-A2),black,"adj., n.",A1
Category 2 (Simple Content A1-A2),blank,"adj., n.",A2
Category 2 (Simple Content A1-A2),blood,n.,A2
Category 2 (Simple Content A1-A2),blow,v.,A2
Category 2 (Simple Content A1-A2),blue,"adj., n.",A1
Category 2 (Simple Content A1-A2),board,n.,A2
Category 2 (Simple Content A1-A2),blog,n.,A1
Category 2 (Simple Content A1-A2),boat,n.,A1
Category 2 (Simple Content A1-A2),body,n.,A1
Category 2 (Simple Content A1-A2),boil,v.,A2
Category 2 (Simple Content A1-A2),bone,n.,A2
Category 2 (Simple Content A1-A2),book,n.,A1
Category 2 (Simple Content A1-A2),book,v.,A2
Category 2 (Simple Content A1-A2),born,v.,A1
Category 2 (Simple Content A1-A2),boss,n.,A2
Category 2 (Simple Content A1-A2),bowl,n.,A2
Category 2 (Simple Content A1-A2),box,n.,A1
Category 2 (Simple Content A1-A2),boy,n.,A1
Category 2 (Simple Content A1-A2),bottle,n.,A1
Category 2 (Simple Content A1-A2),brain,n.,A2
Category 2 (Simple Content A1-A2),break,"v., n.",A1
Category 2 (Simple Content A1-A2),breakfast,n.,A1
Category 2 (Simple Content A1-A2),bridge,n.,A2
Category 2 (Simple Content A1-A2),bottom,"n., adj.",A2
Category 2 (Simple Content A1-A2),broken,adj.,A2
Category 2 (Simple Content A1-A2),brown,"adj., n.",A1
Category 2 (Simple Content A1-A2),brush,"v., n.",A2
Category 2 (Simple Content A1-A2),build,v.,A1
Category 2 (Simple Content A1-A2),building,n.,A1
Category 2 (Simple Content A1-A2),bring,v.,A1
Category 2 (Simple Content A1-A2),brother,n.,A1
Category 2 (Simple Content A1-A2),burn,v.,A2
Category 2 (Simple Content A1-A2),bus,n.,A1
Category 2 (Simple Content A1-A2),business,n.,A1
Category 2 (Simple Content A1-A2),businessman,n.,A2
Category 2 (Simple Content A1-A2),buy,v.,A1
Category 2 (Simple Content A1-A2),cafe,n.,A1
Category 2 (Simple Content A1-A2),cake,n.,A1
Category 2 (Simple Content A1-A2),call,"v., n.",A1
Category 2 (Simple Content A1-A2),camera,n.,A1
Category 2 (Simple Content A1-A2),can modal,v.,A1
Category 2 (Simple Content A1-A2),cannot modal,v.,A1
Category 2 (Simple Content A1-A2),car,n.,A1
Category 2 (Simple Content A1-A2),card,n.,A1
Category 2 (Simple Content A1-A2),care,"n., v.",A2
Category 2 (Simple Content A1-A2),case,n.,A2
Category 2 (Simple Content A1-A2),cash,n.,A2
Category 2 (Simple Content A1-A2),castle,n.,A2
Category 2 (Simple Content A1-A2),cat,n.,A1
Category 2 (Simple Content A1-A2),catch,v.,A2
Category 2 (Simple Content A1-A2),cause,"n., v.",A2
Category 2 (Simple Content A1-A2),cent,n.,A1
Category 2 (Simple Content A1-A2),centre,n.,A1
Category 2 (Simple Content A1-A2),chair,n.,A1
Category 2 (Simple Content A1-A2),chart,n.,A1
Category 2 (Simple Content A1-A2),carrot,n.,A1
Category 2 (Simple Content A1-A2),carry,v.,A1
Category 2 (Simple Content A1-A2),cartoon,n.,A2
Category 2 (Simple Content A1-A2),celebrate,v.,A2
Category 2 (Simple Content A1-A2),celebrity,n.,A2
Category 2 (Simple Content A1-A2),century,n.,A1
Category 2 (Simple Content A1-A2),chance,n.,A2
Category 2 (Simple Content A1-A2),change,"v., n.",A1
Category 2 (Simple Content A1-A2),character,n.,A2
Category 2 (Simple Content A1-A2),chat,"v., n.",A2
Category 2 (Simple Content A1-A2),cheap,adj.,A1
Category 2 (Simple Content A1-A2),check,v.,A1
Category 2 (Simple Content A1-A2),check,n.,A2
Category 2 (Simple Content A1-A2),chef,n.,A2
Category 2 (Simple Content A1-A2),chemistry,n.,A2
Category 2 (Simple Content A1-A2),chicken,n.,A1
Category 2 (Simple Content A1-A2),child,n.,A1
Category 2 (Simple Content A1-A2),chip,n.,A2
Category 2 (Simple Content A1-A2),chocolate,n.,A1
Category 2 (Simple Content A1-A2),circle,"n., v.",A2
Category 2 (Simple Content A1-A2),city,n.,A1
Category 2 (Simple Content A1-A2),class,n.,A1
Category 2 (Simple Content A1-A2),classroom,n.,A1
Category 2 (Simple Content A1-A2),clean,"adj., v.",A1
Category 2 (Simple Content A1-A2),clear,adj.,A2
Category 2 (Simple Content A1-A2),climb,v.,A1
Category 2 (Simple Content A1-A2),clock,n.,A1
Category 2 (Simple Content A1-A2),close,v.,A1
Category 2 (Simple Content A1-A2),close,adj.,A2
Category 2 (Simple Content A1-A2),church,n.,A2
Category 2 (Simple Content A1-A2),cinema,n.,A1
Category 2 (Simple Content A1-A2),clearly,adv.,A2
Category 2 (Simple Content A1-A2),clever,adj.,A2
Category 2 (Simple Content A1-A2),climate,n.,A2
Category 2 (Simple Content A1-A2),closed,adj.,A2
Category 2 (Simple Content A1-A2),choice,n.,A2
Category 2 (Simple Content A1-A2),choose,v.,A1
Category 2 (Simple Content A1-A2),cigarette,n.,A2
Category 2 (Simple Content A1-A2),clothes,n.,A1
Category 2 (Simple Content A1-A2),clothing,n.,A2
Category 2 (Simple Content A1-A2),cloud,n.,A2
Category 2 (Simple Content A1-A2),club,n.,A1
Category 2 (Simple Content A1-A2),coach,n.,A2
Category 2 (Simple Content A1-A2),coast,n.,A2
Category 2 (Simple Content A1-A2),coat,n.,A1
Category 2 (Simple Content A1-A2),code,n.,A2
Category 2 (Simple Content A1-A2),coffee,n.,A1
Category 2 (Simple Content A1-A2),cold,"adj., n.",A1
Category 2 (Simple Content A1-A2),collect,v.,A2
Category 2 (Simple Content A1-A2),college,n.,A1
Category 2 (Simple Content A1-A2),colour,n.,A1
Category 2 (Simple Content A1-A2),come,v.,A1
Category 2 (Simple Content A1-A2),comedy,n.,A2
Category 2 (Simple Content A1-A2),company,n.,A1
Category 2 (Simple Content A1-A2),compare,v.,A1
Category 2 (Simple Content A1-A2),cook,v.,A1
Category 2 (Simple Content A1-A2),cook,n.,A2
Category 2 (Simple Content A1-A2),cooker,n.,A2
Category 2 (Simple Content A1-A2),cooking,n.,A1
Category 2 (Simple Content A1-A2),cool,adj.,A1
Category 2 (Simple Content A1-A2),copy,"n., v.",A2
Category 2 (Simple Content A1-A2),corner,n.,A2
Category 2 (Simple Content A1-A2),correct,"adj., v.",A1
Category 2 (Simple Content A1-A2),correctly,adv.,A2
Category 2 (Simple Content A1-A2),cost,"n., v.",A1
Category 2 (Simple Content A1-A2),could modal,v.,A1
Category 2 (Simple Content A1-A2),count,v.,A2
Category 2 (Simple Content A1-A2),country,n.,A1
Category 2 (Simple Content A1-A2),couple,n.,A2
Category 2 (Simple Content A1-A2),cousin,n.,A1
Category 2 (Simple Content A1-A2),cover,v.,A2
Category 2 (Simple Content A1-A2),cow,n.,A1
Category 2 (Simple Content A1-A2),crazy,adj.,A2
Category 2 (Simple Content A1-A2),create,v.,A1
Category 2 (Simple Content A1-A2),cream,n.,A1
Category 2 (Simple Content A1-A2),course,n.,A1
Category 2 (Simple Content A1-A2),crime,n.,A2
Category 2 (Simple Content A1-A2),cross,"v., n.",A2
Category 2 (Simple Content A1-A2),credit,n.,A2
Category 2 (Simple Content A1-A2),crowd,n.,A2
Category 2 (Simple Content A1-A2),cry,v.,A2
Category 2 (Simple Content A1-A2),cup,n.,A1
Category 2 (Simple Content A1-A2),curly,adj.,A2
Category 2 (Simple Content A1-A2),cupboard,n.,A2
Category 2 (Simple Content A1-A2),customer,n.,A1
Category 2 (Simple Content A1-A2),cut,v.,A1
Category 2 (Simple Content A1-A2),cycle,"n., v.",A2
Category 2 (Simple Content A1-A2),dad,n.,A1
Category 2 (Simple Content A1-A2),daily,adj.,A2
Category 2 (Simple Content A1-A2),dance,"n., v.",A1
Category 2 (Simple Content A1-A2),dancer,n.,A1
Category 2 (Simple Content A1-A2),danger,n.,A2
Category 2 (Simple Content A1-A2),dark,adj.,A1
Category 2 (Simple Content A1-A2),dark,n.,A2
Category 2 (Simple Content A1-A2),data,n.,A2
Category 2 (Simple Content A1-A2),date,n.,A1
Category 2 (Simple Content A1-A2),daughter,n.,A1
Category 2 (Simple Content A1-A2),day,n.,A1
Category 2 (Simple Content A1-A2),dead,adj.,A2
Category 2 (Simple Content A1-A2),deal,v.,A2
Category 2 (Simple Content A1-A2),dear,adj.,A1
Category 2 (Simple Content A1-A2),death,n.,A2
Category 2 (Simple Content A1-A2),dentist,n.,A2
Category 2 (Simple Content A1-A2),desk,n.,A1
Category 2 (Simple Content A1-A2),destroy,v.,A2
Category 2 (Simple Content A1-A2),device,n.,A2
Category 2 (Simple Content A1-A2),dialogue,n.,A1
Category 2 (Simple Content A1-A2),diary,n.,A2
Category 2 (Simple Content A1-A2),detail,n.,A1
Category 2 (Simple Content A1-A2),die,v.,A1
Category 2 (Simple Content A1-A2),diet,n.,A1
Category 2 (Simple Content A1-A2),dictionary,n.,A1
Category 2 (Simple Content A1-A2),dinner,n.,A1
Category 2 (Simple Content A1-A2),dirty,adj.,A1
Category 2 (Simple Content A1-A2),disagree,v.,A2
Category 2 (Simple Content A1-A2),disease,n.,A2
Category 2 (Simple Content A1-A2),dish,n.,A1
Category 2 (Simple Content A1-A2),desert,n.,A2
Category 2 (Simple Content A1-A2),design,"n., v.",A1
Category 2 (Simple Content A1-A2),difficult,adj.,A1
Category 2 (Simple Content A1-A2),discuss,v.,A1
Category 2 (Simple Content A1-A2),distance,n.,A2
Category 2 (Simple Content A1-A2),divorced,adj.,A2
Category 2 (Simple Content A1-A2),"do v., auxiliary",v.,A1
Category 2 (Simple Content A1-A2),doctor,n.,A1
Category 2 (Simple Content A1-A2),document,n.,A2
Category 2 (Simple Content A1-A2),dog,n.,A1
Category 2 (Simple Content A1-A2),dollar,n.,A1
Category 2 (Simple Content A1-A2),door,n.,A1
Category 2 (Simple Content A1-A2),download,"v., n.",A2
Category 2 (Simple Content A1-A2),downstairs,adv.,A1
Category 2 (Simple Content A1-A2),downstairs,adj.,A2
Category 2 (Simple Content A1-A2),drama,n.,A2
Category 2 (Simple Content A1-A2),draw,v.,A1
Category 2 (Simple Content A1-A2),drawing,n.,A2
Category 2 (Simple Content A1-A2),dream,"n., v.",A2
Category 2 (Simple Content A1-A2),dress,"n., v.",A1
Category 2 (Simple Content A1-A2),drink,"n., v.",A1
Category 2 (Simple Content A1-A2),drive,v.,A1
Category 2 (Simple Content A1-A2),drive,n.,A2
Category 2 (Simple Content A1-A2),driver,n.,A1
Category 2 (Simple Content A1-A2),driving,n.,A2
Category 2 (Simple Content A1-A2),drop,v.,A2
Category 2 (Simple Content A1-A2),dry,"adj., v.",A2
Category 2 (Simple Content A1-A2),ear,n.,A1
Category 2 (Simple Content A1-A2),early,"adj., adv.",A1
Category 2 (Simple Content A1-A2),earn,v.,A2
Category 2 (Simple Content A1-A2),earth,n.,A2
Category 2 (Simple Content A1-A2),easily,adv.,A2
Category 2 (Simple Content A1-A2),east,"n., adj., adv.",A1
Category 2 (Simple Content A1-A2),easy,adj.,A1
Category 2 (Simple Content A1-A2),eat,v.,A1
Category 2 (Simple Content A1-A2),education,n.,A2
Category 2 (Simple Content A1-A2),effect,n.,A2
Category 2 (Simple Content A1-A2),egg,n.,A1
Category 2 (Simple Content A1-A2),eight number,unknown,A1
Category 2 (Simple Content A1-A2),eighteen number,unknown,A1
Category 2 (Simple Content A1-A2),eighty number,unknown,A1
Category 2 (Simple Content A1-A2),eleven number,unknown,A1
Category 2 (Simple Content A1-A2),else,adv.,A1
Category 2 (Simple Content A1-A2),empty,adj.,A2
Category 2 (Simple Content A1-A2),end,"n., v.",A1
,eleven number,unknown,A1
Category 2 (Simple Content A1-A2),energy,n.,A2
Category 2 (Simple Content A1-A2),engine,n.,A2
Category 2 (Simple Content A1-A2),engineer,n.,A2
Category 2 (Simple Content A1-A2),enjoy,v.,A1
Category 2 (Simple Content A1-A2),enter,v.,A2
Category 2 (Simple Content A1-A2),error,n.,A2
Category 2 (Simple Content A1-A2),event,n.,A1
Category 2 (Simple Content A1-A2),ever,adv.,A1
Category 2 (Simple Content A1-A2),everyday,adj.,A2
Category 2 (Simple Content A1-A2),everywhere,adv.,A2
Category 2 (Simple Content A1-A2),exact,adj.,A2
Category 2 (Simple Content A1-A2),exactly,adv.,A2
Category 2 (Simple Content A1-A2),exam,n.,A1
,,,
Category 2 (Simple Content A1-A2),example,n.,A1
Category 2 (Simple Content A1-A2),excellent,adj.,A2
Category 2 (Simple Content A1-A2),exercise,"n., v.",A1
Category 2 (Simple Content A1-A2),exist,v.,A2
Category 2 (Simple Content A1-A2),expert,"n.,adj.",A2
Category 2 (Simple Content A1-A2),extra,adj.,A1
Category 2 (Simple Content A1-A2),eye,n.,A1
Category 2 (Simple Content A1-A2),face,n.,A1
Category 2 (Simple Content A1-A2),fact,n.,A1
Category 2 (Simple Content A1-A2),factor,n.,A2
Category 2 (Simple Content A1-A2),factory,n.,A2
Category 2 (Simple Content A1-A2),fail,v.,A2
Category 2 (Simple Content A1-A2),fair,adj.,A2
Category 2 (Simple Content A1-A2),fall,v.,A1
Category 2 (Simple Content A1-A2),fall,n.,A2
Category 2 (Simple Content A1-A2),FALSE,adj.,A1
Category 2 (Simple Content A1-A2),famous,adj.,A1
Category 2 (Simple Content A1-A2),fan,n.,A2
Category 2 (Simple Content A1-A2),far,adv.,A1
Category 2 (Simple Content A1-A2),farm,n.,A1
Category 2 (Simple Content A1-A2),farm,v.,A2
Category 2 (Simple Content A1-A2),farmer,n.,A1
Category 2 (Simple Content A1-A2),farming,n.,A2
Category 2 (Simple Content A1-A2),fashion,n.,A2
Category 2 (Simple Content A1-A2),fast,"adj., adv.",A1
Category 2 (Simple Content A1-A2),fat,adj.,A1
Category 2 (Simple Content A1-A2),fat,n.,A2
Category 2 (Simple Content A1-A2),family,"n., adj.",A1
Category 2 (Simple Content A1-A2),father,n.,A1
Category 2 (Simple Content A1-A2),fantastic,adj.,A1
Category 2 (Simple Content A1-A2),fear,n.,A2
Category 2 (Simple Content A1-A2),feed,v.,A2
Category 2 (Simple Content A1-A2),feel,v.,A1
Category 2 (Simple Content A1-A2),female,"adj., n.",A2
Category 2 (Simple Content A1-A2),festival,n.,A1
Category 2 (Simple Content A1-A2),field,n.,A2
Category 2 (Simple Content A1-A2),fifteen number,unknown,A1
Category 2 (Simple Content A1-A2),fifth number,unknown,A1
Category 2 (Simple Content A1-A2),fifty number,unknown,A1
Category 2 (Simple Content A1-A2),fight,"v., n.",A2
Category 2 (Simple Content A1-A2),figure,n.,A2
Category 2 (Simple Content A1-A2),fill,v.,A1
Category 2 (Simple Content A1-A2),film,n.,A1
Category 2 (Simple Content A1-A2),film,v.,A2
Category 2 (Simple Content A1-A2),final,adj.,A1
Category 2 (Simple Content A1-A2),final,n.,A2
Category 2 (Simple Content A1-A2),finally,adv.,A2
Category 2 (Simple Content A1-A2),find,v.,A1
Category 2 (Simple Content A1-A2),fine,adj.,A1
Category 2 (Simple Content A1-A2),finger,n.,A2
Category 2 (Simple Content A1-A2),finish,v.,A1
Category 2 (Simple Content A1-A2),finish,n.,A2
Category 2 (Simple Content A1-A2),fire,n.,A1
Category 2 (Simple Content A1-A2),first,n.,A2
Category 2 (Simple Content A1-A2),firstly,adv.,A2
Category 2 (Simple Content A1-A2),fish,n.,A1
Category 2 (Simple Content A1-A2),fish,v.,A2
Category 2 (Simple Content A1-A2),fishing,n.,A2
Category 2 (Simple Content A1-A2),fit,"v., adj.",A2
Category 2 (Simple Content A1-A2),five number,unknown,A1
Category 2 (Simple Content A1-A2),fix,v.,A2
Category 2 (Simple Content A1-A2),flat,n.,A1
Category 2 (Simple Content A1-A2),flat,adj.,A2
Category 2 (Simple Content A1-A2),flight,n.,A1
Category 2 (Simple Content A1-A2),floor,n.,A1
Category 2 (Simple Content A1-A2),flower,n.,A1
Category 2 (Simple Content A1-A2),flu,n.,A2
Category 2 (Simple Content A1-A2),fly,v.,A1
Category 2 (Simple Content A1-A2),fly,n.,A2
Category 2 (Simple Content A1-A2),flying,"n., adj.",A2
Category 2 (Simple Content A1-A2),food,n.,A1
Category 2 (Simple Content A1-A2),foot,n.,A1
Category 2 (Simple Content A1-A2),football,n.,A1
Category 2 (Simple Content A1-A2),forest,n.,A2
Category 2 (Simple Content A1-A2),forget,v.,A1
Category 2 (Simple Content A1-A2),form,"n., v.",A1
Category 2 (Simple Content A1-A2),formal,adj.,A2
Category 2 (Simple Content A1-A2),forty number,unknown,A1
Category 2 (Simple Content A1-A2),four number,unknown,A1
Category 2 (Simple Content A1-A2),fourteen number,unknown,A1
Category 2 (Simple Content A1-A2),fourth number,unknown,A1
Category 2 (Simple Content A1-A2),foreign,adj.,A2
Category 2 (Simple Content A1-A2),free,adj.,A1
Category 2 (Simple Content A1-A2),free,adv.,A2
Category 2 (Simple Content A1-A2),fresh,adj.,A2
Category 2 (Simple Content A1-A2),fridge,n.,A2
Category 2 (Simple Content A1-A2),friend,n.,A1
Category 2 (Simple Content A1-A2),frog,n.,A2
Category 2 (Simple Content A1-A2),front,"n., adj.",A1
Category 2 (Simple Content A1-A2),fruit,n.,A1
Category 2 (Simple Content A1-A2),full,adj.,A1
Category 2 (Simple Content A1-A2),fun,n.,A1
Category 2 (Simple Content A1-A2),fun,adj.,A2
Category 2 (Simple Content A1-A2),gap,n.,A2
Category 2 (Simple Content A1-A2),garden,n.,A1
Category 2 (Simple Content A1-A2),gas,n.,A2
Category 2 (Simple Content A1-A2),gate,n.,A2
Category 2 (Simple Content A1-A2),geography,n.,A1
Category 2 (Simple Content A1-A2),get,v.,A1
Category 2 (Simple Content A1-A2),gift,n.,A2
Category 2 (Simple Content A1-A2),girl,n.,A1
Category 2 (Simple Content A1-A2),girlfriend,n.,A1
Category 2 (Simple Content A1-A2),give,v.,A1
Category 2 (Simple Content A1-A2),glass,n.,A1
Category 2 (Simple Content A1-A2),go,v.,A1
Category 2 (Simple Content A1-A2),goal,n.,A2
Category 2 (Simple Content A1-A2),god,n.,A2
Category 2 (Simple Content A1-A2),gold,"n., adj.",A2
Category 2 (Simple Content A1-A2),golf,n.,A2
Category 2 (Simple Content A1-A2),good,adj.,A1
Category 2 (Simple Content A1-A2),good,n.,A2
Category 2 (Simple Content A1-A2),game,n.,A1
Category 2 (Simple Content A1-A2),government,n.,A2
Category 2 (Simple Content A1-A2),grandfather,n.,A1
Category 2 (Simple Content A1-A2),grandmother,n.,A1
Category 2 (Simple Content A1-A2),grandparent,n.,A1
Category 2 (Simple Content A1-A2),grass,n.,A2
Category 2 (Simple Content A1-A2),great,adj.,A1
Category 2 (Simple Content A1-A2),green,"adj., n.",A1
Category 2 (Simple Content A1-A2),grey,"adj., n.",A1
Category 2 (Simple Content A1-A2),ground,n.,A2
Category 2 (Simple Content A1-A2),group,n.,A1
Category 2 (Simple Content A1-A2),grow,v.,A1
Category 2 (Simple Content A1-A2),guess,"v., n.",A1
Category 2 (Simple Content A1-A2),guest,n.,A2
Category 2 (Simple Content A1-A2),guitar,n.,A1
Category 2 (Simple Content A1-A2),gun,n.,A2
Category 2 (Simple Content A1-A2),guy,n.,A2
Category 2 (Simple Content A1-A2),hair,n.,A1
Category 2 (Simple Content A1-A2),half,adv.,A2
Category 2 (Simple Content A1-A2),hall,n.,A2
Category 2 (Simple Content A1-A2),hand,n.,A1
Category 2 (Simple Content A1-A2),happen,v.,A1
Category 2 (Simple Content A1-A2),happily,adv.,A2
Category 2 (Simple Content A1-A2),happy,adj.,A1
Category 2 (Simple Content A1-A2),hard,"adj., adv.",A1
Category 2 (Simple Content A1-A2),hat,n.,A1
Category 2 (Simple Content A1-A2),hate,v.,A1
Category 2 (Simple Content A1-A2),have auxiliary,v.,A2
Category 2 (Simple Content A1-A2),have to modal,v.,A1
Category 2 (Simple Content A1-A2),head,n.,A1
Category 2 (Simple Content A1-A2),headache,n.,A2
Category 2 (Simple Content A1-A2),health,n.,A1
Category 2 (Simple Content A1-A2),healthy,adj.,A1
Category 2 (Simple Content A1-A2),hear,v.,A1
Category 2 (Simple Content A1-A2),heart,n.,A2
Category 2 (Simple Content A1-A2),heat,"n., v.",A2
Category 2 (Simple Content A1-A2),heavy,adj.,A2
Category 2 (Simple Content A1-A2),height,n.,A2
Category 2 (Simple Content A1-A2),help,"v., n.",A1
Category 2 (Simple Content A1-A2),helpful,adj.,A2
Category 2 (Simple Content A1-A2),hero,n.,A2
Category 2 (Simple Content A1-A2),hide,v.,A2
Category 2 (Simple Content A1-A2),high,adj.,A1
Category 2 (Simple Content A1-A2),high,adv.,A2
Category 2 (Simple Content A1-A2),hill,n.,A2
Category 2 (Simple Content A1-A2),history,n.,A1
Category 2 (Simple Content A1-A2),hit,"v., n.",A2
Category 2 (Simple Content A1-A2),hobby,n.,A1
Category 2 (Simple Content A1-A2),hockey,n.,A2
Category 2 (Simple Content A1-A2),hold,v.,A2
Category 2 (Simple Content A1-A2),hole,n.,A2
Category 2 (Simple Content A1-A2),holiday,n.,A1
Category 2 (Simple Content A1-A2),home,"n., adv.",A1
Category 2 (Simple Content A1-A2),home,adj.,A2
Category 2 (Simple Content A1-A2),homework,n.,A1
Category 2 (Simple Content A1-A2),hope,v.,A1
Category 2 (Simple Content A1-A2),hope,n.,A2
Category 2 (Simple Content A1-A2),horse,n.,A1
Category 2 (Simple Content A1-A2),hospital,n.,A1
Category 2 (Simple Content A1-A2),hot,adj.,A1
Category 2 (Simple Content A1-A2),hotel,n.,A1
Category 2 (Simple Content A1-A2),hour,n.,A1
Category 2 (Simple Content A1-A2),house,n.,A1
Category 2 (Simple Content A1-A2),huge,adj.,A2
Category 2 (Simple Content A1-A2),human,"adj., n.",A2
Category 2 (Simple Content A1-A2),hundred number,unknown,A1
Category 2 (Simple Content A1-A2),hungry,adj.,A1
